location,sex,age_interval,cause_id,year,val,last_update
Lebanon,Female,40-44 years,492,2003,35.98050337,12/31/2019
Lebanon,Male,40-44 years,492,2004,38.17804005,12/31/2019
Lebanon,Female,40-44 years,492,2004,36.02739451,12/31/2019
Lebanon,Male,40-44 years,492,2005,38.57052979,12/31/2019
Lebanon,Female,40-44 years,492,2005,36.14635415,12/31/2019
Lebanon,Male,40-44 years,492,2006,38.4649207,12/31/2019
Lebanon,Female,40-44 years,492,2006,36.2666456,12/31/2019
Lebanon,Male,40-44 years,492,2007,37.88050258,12/31/2019
Lebanon,Female,40-44 years,492,2007,36.2260266,12/31/2019
Lebanon,Male,40-44 years,492,2008,37.19083812,12/31/2019
Lebanon,Female,40-44 years,492,2008,35.95291269,12/31/2019
Lebanon,Male,40-44 years,492,2009,36.75925651,12/31/2019
Lebanon,Female,40-44 years,492,2009,35.71481243,12/31/2019
Lebanon,Male,40-44 years,492,2010,37.00070473,12/31/2019
Lebanon,Female,40-44 years,492,2010,35.97400259,12/31/2019
Lebanon,Male,40-44 years,492,2011,38.25184887,12/31/2019
Lebanon,Female,40-44 years,492,2011,36.98072074,12/31/2019
Lebanon,Male,40-44 years,492,2012,40.65156972,12/31/2019
Lebanon,Female,40-44 years,492,2012,38.87634744,12/31/2019
Lebanon,Male,40-44 years,492,2013,43.15258601,12/31/2019
Lebanon,Female,40-44 years,492,2013,41.031769,12/31/2019
Lebanon,Male,40-44 years,492,2014,44.33040195,12/31/2019
Lebanon,Female,40-44 years,492,2014,42.3564178,12/31/2019
Lebanon,Male,40-44 years,492,2015,44.49337645,12/31/2019
Lebanon,Female,40-44 years,492,2015,43.09780461,12/31/2019
Lebanon,Male,40-44 years,492,2016,43.1964504,12/31/2019
Lebanon,Female,40-44 years,492,2016,45.02471142,12/31/2019
Lebanon,Male,40-44 years,492,2017,41.88047454,12/31/2019
Lebanon,Female,40-44 years,492,2017,46.5812834,12/31/2019
Lebanon,Male,40-44 years,492,2018,42.5469679,12/31/2019
Lebanon,Female,40-44 years,492,2018,47.09296097,12/31/2019
Lebanon,Male,40-44 years,492,2019,44.78028682,12/31/2019
Lebanon,Female,40-44 years,492,2019,48.47277293,12/31/2019
Lebanon,Male,45-49 years,492,2000,43.49350426,12/31/2019
Lebanon,Female,45-49 years,492,2000,37.29758893,12/31/2019
Lebanon,Male,45-49 years,492,2001,41.73041118,12/31/2019
Lebanon,Female,45-49 years,492,2001,35.21455079,12/31/2019
Lebanon,Male,45-49 years,492,2002,40.40454914,12/31/2019
Lebanon,Female,45-49 years,492,2002,33.87742132,12/31/2019
Lebanon,Male,45-49 years,492,2003,39.69239884,12/31/2019
Lebanon,Female,45-49 years,492,2003,33.55321893,12/31/2019
Lebanon,Male,45-49 years,492,2004,39.92320847,12/31/2019
Lebanon,Female,45-49 years,492,2004,34.35904469,12/31/2019
Lebanon,Male,45-49 years,492,2005,40.65189466,12/31/2019
Lebanon,Female,45-49 years,492,2005,35.71650566,12/31/2019
Lebanon,Male,45-49 years,492,2006,42.07033831,12/31/2019
Lebanon,Female,45-49 years,492,2006,37.29078059,12/31/2019
Lebanon,Male,45-49 years,492,2007,44.17554878,12/31/2019
Lebanon,Female,45-49 years,492,2007,38.72197908,12/31/2019
Lebanon,Male,45-49 years,492,2008,46.09957344,12/31/2019
Lebanon,Female,45-49 years,492,2008,39.82826126,12/31/2019
Lebanon,Male,45-49 years,492,2009,47.33264173,12/31/2019
Lebanon,Female,45-49 years,492,2009,40.56551692,12/31/2019
